UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,datetime,plant,temperature,humidity,rainfall,temp_gap,humidity_stress
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,2023-01-21 22:00:00,Plant_A,26.19,41.28,0.0,9.860000000000014,0.4128
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,2023-01-21 23:00:00,Plant_A,36.28,57.06,0.0,-0.22999999999996135,0.5706
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,2023-01-22 00:00:00,Plant_A,33.69,59.01,1.0,2.4600000000000364,0.5901
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,2023-01-22 01:00:00,Plant_A,23.25,59.94,0.0,12.900000000000034,0.5993999999999999
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,2023-01-22 02:00:00,Plant_A,38.22,69.01,0.5,-2.069999999999993,0.6901
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,2023-01-22 03:00:00,Plant_A,36.45,66.68,0.2,-0.19999999999998863,0.6668000000000001
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,2023-01-22 04:00:00,Plant_A,39.0,70.4,0.0,-2.849999999999966,0.7040000000000001
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,2023-01-22 05:00:00,Plant_A,34.51,78.24,0.5,1.6400000000000432,0.7824
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,2023-01-22 06:00:00,Plant_A,32.27,80.65,0.5,3.8800000000000523,0.8065000000000001
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,2023-01-22 07:00:00,Plant_A,28.36,75.91,1.0,7.7900000000000205,0.7591
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,2023-01-22 08:00:00,Plant_A,38.65,87.78,0.0,-2.599999999999966,0.8778
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,2023-01-22 09:00:00,Plant_A,37.32,40.91,1.0,-1.2699999999999818,0.40909999999999996
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,2023-01-22 10:00:00,Plant_A,20.9,49.79,0.0,15.150000000000034,0.4979
516,L47695,L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,2023-01-22 11:00:00,Plant_A,20.53,40.38,1.0,15.520000000000039,0.40380000000000005
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,2023-01-22 12:00:00,Plant_A,27.53,72.37,0.0,8.620000000000061,0.7237
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,2023-01-22 13:00:00,Plant_A,36.21,84.9,0.2,0.040000000000020464,0.8490000000000001
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,2023-01-22 14:00:00,Plant_A,39.75,52.17,0.2,-3.3999999999999773,0.5217
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,2023-01-22 15:00:00,Plant_A,23.01,86.35,0.0,13.340000000000032,0.8634999999999999
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,2023-01-22 16:00:00,Plant_A,31.88,43.01,0.0,4.470000000000027,0.4301
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,2023-01-22 17:00:00,Plant_A,27.62,86.72,2.0,8.629999999999995,0.8672
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,2023-01-22 18:00:00,Plant_A,39.4,57.58,0.5,-3.0499999999999545,0.5758
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,2023-01-22 19:00:00,Plant_A,36.84,45.07,0.5,-0.5900000000000318,0.4507
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,2023-01-22 20:00:00,Plant_A,36.77,64.29,0.0,-0.5199999999999818,0.6429
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,2023-01-22 21:00:00,Plant_A,29.37,52.84,1.0,6.8799999999999955,0.5284
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,2023-01-22 22:00:00,Plant_A,28.3,54.24,0.0,8.050000000000011,0.5424
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,2023-01-22 23:00:00,Plant_A,25.47,55.36,0.0,10.980000000000018,0.5536
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,2023-01-23 00:00:00,Plant_A,21.13,80.15,1.0,15.220000000000027,0.8015000000000001
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,2023-01-23 01:00:00,Plant_A,37.29,66.96,1.0,-0.9399999999999977,0.6696
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,2023-01-23 02:00:00,Plant_A,36.26,55.57,0.0,0.09000000000003183,0.5557
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,2023-01-23 03:00:00,Plant_A,39.99,70.52,0.0,-3.6399999999999864,0.7051999999999999
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,2023-01-23 04:00:00,Plant_A,39.93,75.81,0.5,-3.680000000000007,0.7581
534,L47713,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,2023-01-23 05:00:00,Plant_A,31.11,53.63,0.0,5.0400000000000205,0.5363
535,L47714,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,2023-01-23 06:00:00,Plant_A,35.38,60.68,0.0,0.7700000000000387,0.6068
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,2023-01-23 07:00:00,Plant_A,38.9,46.09,0.0,-2.749999999999943,0.46090000000000003
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,2023-01-23 08:00:00,Plant_A,36.99,49.06,0.5,-0.839999999999975,0.49060000000000004
538,H29951,H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0,2023-01-23 09:00:00,Plant_A,24.95,74.06,0.0,11.200000000000045,0.7406
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,2023-01-23 10:00:00,Plant_A,29.01,49.07,0.0,7.140000000000043,0.4907
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,2023-01-23 11:00:00,Plant_A,22.58,66.26,2.0,13.57000000000005,0.6626000000000001
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,2023-01-23 12:00:00,Plant_A,39.08,75.45,2.0,-2.829999999999984,0.7545000000000001
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,2023-01-23 13:00:00,Plant_A,32.12,45.34,0.0,4.1299999999999955,0.4534
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,2023-01-23 14:00:00,Plant_A,24.57,68.37,2.0,11.680000000000007,0.6837000000000001
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,2023-01-23 15:00:00,Plant_A,33.43,52.83,0.5,2.7200000000000273,0.5283
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,2023-01-23 16:00:00,Plant_A,32.36,88.15,0.0,3.8899999999999864,0.8815000000000001
546,L47725,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,2023-01-23 17:00:00,Plant_A,27.16,64.18,1.0,9.089999999999975,0.6418
547,L47726,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,2023-01-23 18:00:00,Plant_A,22.27,80.3,0.0,13.980000000000018,0.8029999999999999
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,2023-01-23 19:00:00,Plant_A,33.43,67.51,0.0,2.819999999999993,0.6751
549,L47728,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,2023-01-23 20:00:00,Plant_A,30.41,42.17,0.5,5.740000000000009,0.4217
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,2023-01-23 21:00:00,Plant_A,35.45,71.66,2.0,0.6000000000000227,0.7166
551,L47730,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,2023-01-23 22:00:00,Plant_A,30.4,87.57,1.0,5.650000000000034,0.8756999999999999
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,2023-01-23 23:00:00,Plant_A,37.04,70.08,0.5,-0.9900000000000091,0.7008
553,M15412,M,297.4,309.3,1622,35.0,123,0,0,0,0,0,0,2023-01-24 00:00:00,Plant_A,31.04,80.96,0.0,5.110000000000014,0.8096
554,M15413,M,297.4,309.3,1564,36.0,126,0,0,0,0,0,0,2023-01-24 01:00:00,Plant_A,31.22,84.21,0.2,4.930000000000007,0.8421
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,2023-01-24 02:00:00,Plant_A,37.53,51.4,0.0,-1.2799999999999727,0.514
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,2023-01-24 03:00:00,Plant_A,28.07,50.6,0.2,8.180000000000007,0.506
557,L47736,L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,2023-01-24 04:00:00,Plant_A,22.68,70.55,0.5,13.569999999999993,0.7055
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,2023-01-24 05:00:00,Plant_A,20.58,60.55,0.5,15.670000000000016,0.6054999999999999
559,L47738,L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,2023-01-24 06:00:00,Plant_A,35.1,81.99,0.5,1.1499999999999773,0.8199
560,L47739,L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,2023-01-24 07:00:00,Plant_A,32.41,85.0,0.2,3.840000000000032,0.85
561,L47740,L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,2023-01-24 08:00:00,Plant_A,34.08,57.67,0.5,2.170000000000016,0.5767
562,M15421,M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,2023-01-24 09:00:00,Plant_A,24.26,51.84,0.0,11.990000000000009,0.5184000000000001
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,2023-01-24 10:00:00,Plant_A,22.73,79.03,0.5,13.620000000000005,0.7903
564,L47743,L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,2023-01-24 11:00:00,Plant_A,20.29,53.74,0.0,16.160000000000025,0.5374
565,H29978,H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,2023-01-24 12:00:00,Plant_A,27.01,81.13,2.0,9.440000000000055,0.8112999999999999
566,H29979,H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,2023-01-24 13:00:00,Plant_A,31.8,61.19,0.2,4.75,0.6119
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,2023-01-24 14:00:00,Plant_A,27.84,73.38,0.0,8.710000000000036,0.7338
568,M15427,M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,2023-01-24 15:00:00,Plant_A,28.75,44.78,0.5,7.800000000000011,0.44780000000000003
569,L47748,L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,2023-01-24 16:00:00,Plant_A,38.08,71.19,0.0,-1.5299999999999727,0.7119
570,M15429,M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,2023-01-24 17:00:00,Plant_A,26.97,62.59,0.0,9.480000000000018,0.6259
571,L47750,L,297.7,309.7,1498,41.0,176,0,0,0,0,0,0,2023-01-24 18:00:00,Plant_A,30.28,69.33,1.0,6.270000000000039,0.6933
572,M15431,M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,2023-01-24 19:00:00,Plant_A,35.67,48.4,2.0,0.9800000000000182,0.484
573,L47752,L,297.8,309.9,1351,49.0,181,0,0,0,0,0,0,2023-01-24 20:00:00,Plant_A,27.93,76.84,1.0,8.819999999999993,0.7684000000000001
574,L47753,L,297.9,309.9,1472,45.0,183,0,0,0,0,0,0,2023-01-24 21:00:00,Plant_A,32.44,83.14,0.5,4.310000000000002,0.8314
575,M15434,M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,2023-01-24 22:00:00,Plant_A,37.25,50.84,2.0,-0.39999999999997726,0.5084000000000001
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,2023-01-24 23:00:00,Plant_A,38.99,44.79,2.0,-2.240000000000009,0.44789999999999996
577,H29990,H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,2023-01-25 00:00:00,Plant_A,22.94,41.18,0.0,13.610000000000014,0.4118
578,L47757,L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,2023-01-25 01:00:00,Plant_A,38.53,72.1,2.0,-1.9799999999999613,0.721
579,L47758,L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,2023-01-25 02:00:00,Plant_A,29.84,70.35,0.2,6.810000000000059,0.7034999999999999
580,M15439,M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,2023-01-25 03:00:00,Plant_A,25.16,67.33,0.0,11.389999999999986,0.6733
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,2023-01-25 04:00:00,Plant_A,29.18,51.6,0.0,7.470000000000027,0.516
582,L47761,L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,2023-01-25 05:00:00,Plant_A,39.6,59.55,0.0,-3.0500000000000114,0.5954999999999999
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,2023-01-25 06:00:00,Plant_A,29.85,69.72,0.2,6.699999999999989,0.6972
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,2023-01-25 07:00:00,Plant_A,26.58,64.84,1.0,9.870000000000061,0.6484000000000001
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,2023-01-25 08:00:00,Plant_A,32.67,89.39,0.0,3.7800000000000296,0.8939
586,L47765,L,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,2023-01-25 09:00:00,Plant_A,24.8,46.82,2.0,11.550000000000011,0.4682
587,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,2023-01-25 10:00:00,Plant_A,21.52,74.76,0.2,14.930000000000064,0.7476
588,H30001,H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,2023-01-25 11:00:00,Plant_A,22.58,60.22,0.0,13.770000000000039,0.6022
589,L47768,L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,2023-01-25 12:00:00,Plant_A,22.56,61.41,0.5,13.689999999999998,0.6141
590,L47769,L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,2023-01-25 13:00:00,Plant_A,23.04,75.88,0.0,13.20999999999998,0.7587999999999999
591,L47770,L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,2023-01-25 14:00:00,Plant_A,22.78,74.62,2.0,13.470000000000027,0.7462000000000001
592,H30005,H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,2023-01-25 15:00:00,Plant_A,32.82,89.56,0.2,3.330000000000041,0.8956000000000001
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,2023-01-25 16:00:00,Plant_A,23.64,46.42,0.2,12.710000000000036,0.4642
594,L47773,L,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,2023-01-25 17:00:00,Plant_A,26.91,45.21,0.0,9.54000000000002,0.4521
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,2023-01-25 18:00:00,Plant_A,37.94,76.22,0.0,-1.4899999999999523,0.7622
596,M15455,M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,2023-01-25 19:00:00,Plant_A,29.48,68.92,0.2,6.970000000000027,0.6892
597,M15456,M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,2023-01-25 20:00:00,Plant_A,33.35,53.71,0.0,3.1000000000000227,0.5371
598,H30011,H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,2023-01-25 21:00:00,Plant_A,23.45,43.97,0.0,13.000000000000057,0.4397
599,L47778,L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,2023-01-25 22:00:00,Plant_A,23.85,44.28,2.0,12.600000000000023,0.4428
600,H30013,H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,2023-01-25 23:00:00,Plant_A,20.82,84.71,0.0,15.730000000000018,0.8471
601,L47780,L,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,2023-01-26 00:00:00,Plant_A,23.38,49.59,2.0,13.170000000000016,0.4959
602,L47781,L,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,2023-01-26 01:00:00,Plant_A,25.57,56.17,0.0,10.980000000000018,0.5617
603,L47782,L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,2023-01-26 02:00:00,Plant_A,23.54,51.33,2.0,13.110000000000014,0.5133
604,L47783,L,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,2023-01-26 03:00:00,Plant_A,21.77,57.75,0.5,14.880000000000052,0.5775
605,L47784,L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,2023-01-26 04:00:00,Plant_A,22.41,43.47,0.0,14.339999999999975,0.4347
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,2023-01-26 05:00:00,Plant_A,29.22,65.95,0.0,7.430000000000007,0.6595
607,L47786,L,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,2023-01-26 06:00:00,Plant_A,24.13,43.38,0.0,12.520000000000039,0.4338
608,M15467,M,298.0,309.9,1565,33.9,40,0,0,0,0,0,0,2023-01-26 07:00:00,Plant_A,27.29,80.02,0.0,9.45999999999998,0.8001999999999999
609,L47788,L,298.0,309.9,1403,47.7,43,0,0,0,0,0,0,2023-01-26 08:00:00,Plant_A,30.07,51.69,0.0,6.680000000000007,0.5169
610,L47789,L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,2023-01-26 09:00:00,Plant_A,33.81,67.0,0.5,2.9399999999999977,0.67
611,L47790,L,298.1,310.0,1534,33.7,47,0,0,0,0,0,0,2023-01-26 10:00:00,Plant_A,20.79,84.0,0.0,16.060000000000002,0.84
612,L47791,L,298.1,310.0,1553,40.9,49,0,0,0,0,0,0,2023-01-26 11:00:00,Plant_A,35.99,72.54,1.0,0.8600000000000136,0.7254
613,L47792,L,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,2023-01-26 12:00:00,Plant_A,32.56,66.65,0.0,4.189999999999998,0.6665000000000001
614,L47793,L,298.1,309.9,1634,30.0,53,0,0,0,0,0,0,2023-01-26 13:00:00,Plant_A,21.64,56.22,0.0,15.110000000000014,0.5622
615,M15474,M,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,2023-01-26 14:00:00,Plant_A,37.47,56.65,1.0,-0.7200000000000273,0.5665
616,L47795,L,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,2023-01-26 15:00:00,Plant_A,38.42,73.47,0.0,-1.670000000000016,0.7347
617,H30030,H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,2023-01-26 16:00:00,Plant_A,21.22,89.71,0.0,15.529999999999973,0.8970999999999999
618,M15477,M,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,2023-01-26 17:00:00,Plant_A,25.54,73.09,2.0,11.310000000000002,0.7309
619,H30032,H,298.2,310.0,1433,44.2,68,0,0,0,0,0,0,2023-01-26 18:00:00,Plant_A,36.12,67.89,0.2,0.7300000000000182,0.6789000000000001
620,L47799,L,298.3,310.0,1507,44.7,73,0,0,0,0,0,0,2023-01-26 19:00:00,Plant_A,34.97,76.53,0.0,1.8799999999999955,0.7653
621,M15480,M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,2023-01-26 20:00:00,Plant_A,23.69,63.26,0.2,13.260000000000048,0.6325999999999999
622,L47801,L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,2023-01-26 21:00:00,Plant_A,24.19,43.01,1.0,12.760000000000048,0.4301
623,M15482,M,298.4,310.2,1725,32.0,80,0,0,0,0,0,0,2023-01-26 22:00:00,Plant_A,27.41,68.11,0.0,9.639999999999986,0.6811
624,L47803,L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,2023-01-26 23:00:00,Plant_A,29.69,87.88,0.5,7.260000000000048,0.8787999999999999
625,H30038,H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,2023-01-27 00:00:00,Plant_A,32.37,48.77,0.0,4.580000000000041,0.4877
626,L47805,L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,2023-01-27 01:00:00,Plant_A,27.38,74.5,0.5,9.57000000000005,0.745
627,L47806,L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,2023-01-27 02:00:00,Plant_A,29.25,50.05,1.0,7.7000000000000455,0.5005
628,L47807,L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,2023-01-27 03:00:00,Plant_A,34.95,66.79,0.0,2.000000000000057,0.6679
629,M15488,M,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,2023-01-27 04:00:00,Plant_A,20.73,44.83,1.0,16.220000000000027,0.4483
630,L47809,L,298.3,310.1,1523,45.9,99,0,0,0,0,0,0,2023-01-27 05:00:00,Plant_A,25.05,62.52,0.0,11.900000000000034,0.6252
631,L47810,L,298.3,310.0,1460,47.6,101,0,0,0,0,0,0,2023-01-27 06:00:00,Plant_A,34.27,77.81,0.0,2.580000000000041,0.7781
632,L47811,L,298.4,310.0,1554,37.3,103,0,0,0,0,0,0,2023-01-27 07:00:00,Plant_A,37.9,57.38,0.0,-1.0499999999999545,0.5738
633,H30046,H,298.3,310.0,1419,47.1,105,0,0,0,0,0,0,2023-01-27 08:00:00,Plant_A,30.23,73.25,1.0,6.6200000000000045,0.7325
634,L47813,L,298.3,310.0,1442,43.9,110,0,0,0,0,0,0,2023-01-27 09:00:00,Plant_A,30.64,79.77,0.2,6.210000000000036,0.7977
635,L47814,L,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,2023-01-27 10:00:00,Plant_A,22.14,86.36,0.0,14.610000000000014,0.8636
636,L47815,L,298.3,310.0,1858,23.9,114,0,0,0,0,0,0,2023-01-27 11:00:00,Plant_A,28.95,51.73,0.0,7.900000000000034,0.5173
637,L47816,L,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,2023-01-27 12:00:00,Plant_A,30.65,59.97,0.0,6.100000000000023,0.5997
638,L47817,L,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,2023-01-27 13:00:00,Plant_A,24.85,47.62,2.0,11.699999999999989,0.47619999999999996
639,L47818,L,298.0,309.6,1536,37.3,120,0,0,0,0,0,0,2023-01-27 14:00:00,Plant_A,25.38,89.62,0.5,11.07000000000005,0.8962
640,L47819,L,298.0,309.6,1403,51.3,122,0,0,0,0,0,0,2023-01-27 15:00:00,Plant_A,27.55,86.35,2.0,8.900000000000034,0.8634999999999999
641,M15500,M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,2023-01-27 16:00:00,Plant_A,20.4,67.0,0.0,16.050000000000068,0.67
642,L47821,L,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,2023-01-27 17:00:00,Plant_A,26.44,82.1,0.5,9.910000000000025,0.821
643,M15502,M,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,2023-01-27 18:00:00,Plant_A,24.23,66.05,0.5,12.019999999999982,0.6605
644,M15503,M,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,2023-01-27 19:00:00,Plant_A,26.55,71.18,1.0,9.699999999999989,0.7118000000000001
645,H30058,H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,2023-01-27 20:00:00,Plant_A,22.4,44.46,0.0,13.850000000000023,0.4446
646,L47825,L,297.7,309.4,1392,44.1,140,0,0,0,0,0,0,2023-01-27 21:00:00,Plant_A,37.81,77.76,2.0,-1.5600000000000023,0.7776000000000001
647,M15506,M,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,2023-01-27 22:00:00,Plant_A,31.87,46.39,2.0,4.3799999999999955,0.4639
648,L47827,L,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,2023-01-27 23:00:00,Plant_A,33.58,81.3,0.0,2.57000000000005,0.813
649,H30062,H,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,2023-01-28 00:00:00,Plant_A,35.78,79.1,2.0,0.3700000000000614,0.7909999999999999
650,M15509,M,297.7,309.2,1732,28.8,152,0,0,0,0,0,0,2023-01-28 01:00:00,Plant_A,29.97,75.44,0.0,6.079999999999984,0.7544
651,L47830,L,297.6,309.2,1611,33.1,155,0,0,0,0,0,0,2023-01-28 02:00:00,Plant_A,21.74,41.81,1.0,14.310000000000002,0.4181
652,L47831,L,297.6,309.1,1503,38.9,157,0,0,0,0,0,0,2023-01-28 03:00:00,Plant_A,30.74,55.16,0.2,5.210000000000036,0.5516
653,L47832,L,297.7,309.2,1391,44.5,159,0,0,0,0,0,0,2023-01-28 04:00:00,Plant_A,31.74,53.16,0.5,4.310000000000002,0.5316
654,L47833,L,297.8,309.3,2015,20.1,161,0,0,0,0,0,0,2023-01-28 05:00:00,Plant_A,34.91,58.01,1.0,1.240000000000066,0.5801
655,L47834,L,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,2023-01-28 06:00:00,Plant_A,28.63,44.38,0.0,7.420000000000016,0.44380000000000003
656,L47835,L,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,2023-01-28 07:00:00,Plant_A,22.55,86.85,0.0,13.400000000000034,0.8684999999999999
657,M15516,M,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,2023-01-28 08:00:00,Plant_A,25.68,67.69,0.2,10.270000000000039,0.6769
658,L47837,L,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,2023-01-28 09:00:00,Plant_A,27.26,55.28,0.0,8.79000000000002,0.5528
659,L47838,L,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,2023-01-28 10:00:00,Plant_A,32.92,59.85,0.5,3.0300000000000296,0.5985
660,L47839,L,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,2023-01-28 11:00:00,Plant_A,31.42,62.36,2.0,4.53000000000003,0.6236
661,M15520,M,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,2023-01-28 12:00:00,Plant_A,27.12,70.03,0.0,8.930000000000007,0.7003
662,M15521,M,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,2023-01-28 13:00:00,Plant_A,39.73,65.78,0.5,-3.8799999999999955,0.6578
663,M15522,M,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,2023-01-28 14:00:00,Plant_A,32.12,85.97,1.0,3.6299999999999955,0.8597
664,L47843,L,297.5,308.9,1469,44.0,185,0,0,0,0,0,0,2023-01-28 15:00:00,Plant_A,24.74,64.85,0.0,11.009999999999991,0.6485
665,L47844,L,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,2023-01-28 16:00:00,Plant_A,22.04,89.61,1.0,13.70999999999998,0.8961
666,L47845,L,297.5,308.9,1729,28.1,189,0,0,0,0,0,0,2023-01-28 17:00:00,Plant_A,23.06,82.57,0.2,12.689999999999998,0.8256999999999999
667,L47846,L,297.5,309.0,1470,43.5,191,0,0,0,0,0,0,2023-01-28 18:00:00,Plant_A,24.92,50.43,0.2,10.930000000000007,0.5043
668,L47847,L,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,2023-01-28 19:00:00,Plant_A,23.21,86.53,0.0,12.54000000000002,0.8653
669,L47848,L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,2023-01-28 20:00:00,Plant_A,23.73,45.82,0.0,12.019999999999982,0.4582
670,H30083,H,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,2023-01-28 21:00:00,Plant_A,25.7,80.87,0.0,10.050000000000011,0.8087000000000001
